State,Year,Month,tavg,pcp
Indiana,2017,March,42.6,4.04
Indiana,2017,February,41.3,1.35
Indiana,2017,January,33.8,3.68
Indiana,2016,December,29.8,2.36
Indiana,2016,November,47.0,2.58
Indiana,2016,October,59.5,2.61
Indiana,2016,September,69.9,3.66
Indiana,2016,August,75.7,6.48
Indiana,2016,July,74.6,5.13
Indiana,2016,June,72.9,4.28
Indiana,2016,May,60.6,3.53
Indiana,2016,April,52.0,4.17
Indiana,2016,March,47.3,4.46
Indiana,2016,February,33.9,2.78
Indiana,2016,January,27.5,1.34
Indiana,2015,December,42.5,5.44
Indiana,2015,November,46.6,3.57
Indiana,2015,October,55.6,2.42
Indiana,2015,September,68.8,2.39
Indiana,2015,August,70.6,2.57
Indiana,2015,July,72.9,6.23
Indiana,2015,June,71.0,9.07
Indiana,2015,May,65.0,3.98
Indiana,2015,April,52.9,4.79
Indiana,2015,March,37.2,3.54
Indiana,2015,February,19.3,1.4
Indiana,2015,January,25.3,2.11
Indiana,2014,December,34.6,2.59
Indiana,2014,November,35.6,2.66
Indiana,2014,October,53.8,4.13
Indiana,2014,September,64.0,3.48
Indiana,2014,August,72.4,4.96
Indiana,2014,July,69.1,3.36
Indiana,2014,June,72.6,5.61
Indiana,2014,May,62.9,4.23
Indiana,2014,April,52.4,5.73
Indiana,2014,March,34.1,1.85
Indiana,2014,February,22.0,2.64
Indiana,2014,January,19.4,2.33
Indiana,2013,December,29.4,4.39
Indiana,2013,November,39.2,3.04
Indiana,2013,October,54.3,4.12
Indiana,2013,September,66.9,2.99
Indiana,2013,August,71.5,1.84
Indiana,2013,July,72.3,3.21
Indiana,2013,June,70.8,6.24
Indiana,2013,May,64.4,3.71
Indiana,2013,April,50.8,6.38
Indiana,2013,March,34.8,2.3
Indiana,2013,February,30.2,2.21
Indiana,2013,January,29.9,4.71
Indiana,2012,December,38.2,3.21
Indiana,2012,November,40.0,0.98
Indiana,2012,October,52.1,3.95
Indiana,2012,September,64.2,5.17
Indiana,2012,August,71.9,4.05
Indiana,2012,July,80.2,2.53
Indiana,2012,June,71.6,1.29
Indiana,2012,May,67.7,2.75
Indiana,2012,April,52.9,2.22
Indiana,2012,March,55.0,2.73
Indiana,2012,February,35.4,1.54
Indiana,2012,January,32.4,3.4
Indiana,2011,December,36.6,4.58
Indiana,2011,November,46.9,6.21
Indiana,2011,October,53.9,3.29
Indiana,2011,September,63.6,5.31
Indiana,2011,August,73.1,2.55
Indiana,2011,July,78.8,2.74
Indiana,2011,June,72.2,5.23
Indiana,2011,May,62.1,6.51
Indiana,2011,April,53.0,9.61
Indiana,2011,March,41.7,3.46
Indiana,2011,February,31.2,4.21
Indiana,2011,January,23.7,1.5
Indiana,2010,December,24.3,1.44
Indiana,2010,November,42.8,5.01
Indiana,2010,October,56.0,1.17
Indiana,2010,September,67.2,1.35
Indiana,2010,August,75.6,1.84
Indiana,2010,July,76.4,4.15
Indiana,2010,June,74.1,7.68
Indiana,2010,May,64.3,5.49
Indiana,2010,April,57.3,3.16
Indiana,2010,March,43.6,3.1
Indiana,2010,February,25.7,1.48
Indiana,2010,January,23.9,1.52
Indiana,2009,December,30.4,3.1
Indiana,2009,November,46.3,1.46
Indiana,2009,October,50.5,6.69
Indiana,2009,September,65.5,2.87
Indiana,2009,August,70.7,3.76
Indiana,2009,July,69.2,4.43
Indiana,2009,June,71.6,4.69
Indiana,2009,May,62.0,5.67
Indiana,2009,April,51.5,5.74
Indiana,2009,March,44.2,3.23
Indiana,2009,February,32.2,2.8
Indiana,2009,January,21.3,1.62
Indiana,2018,December,35.4,3.35
Indiana,2018,November,36.8,4.32
Indiana,2018,October,54.9,2.82
Indiana,2018,September,69.9,5.4
Indiana,2018,August,74.0,5.33
Indiana,2018,July,74.1,3.37
Indiana,2018,June,73.4,6.55
Indiana,2018,May,69.7,3.42
Indiana,2018,April,45.1,3.59
Indiana,2018,March,38.2,3.92
Indiana,2018,February,35.1,5.91
Indiana,2018,January,24.5,2.05
Indiana,2017,December,29.6,1.33
Indiana,2017,November,42.4,4.43
Indiana,2017,October,57.6,4.32
Indiana,2017,September,67.2,2.03
Indiana,2017,August,70.0,2.26
Indiana,2017,July,74.2,6.07
Indiana,2017,June,71.1,4.37
Indiana,2017,May,60.9,6.9
Indiana,2017,April,57.0,4.83
Indiana,2017,March,42.6,4.04
Indiana,2017,February,41.3,1.35
Indiana,2017,January,33.8,3.68
Indiana,2016,December,29.8,2.36
Indiana,2016,November,47.0,2.58
Indiana,2016,October,59.5,2.61
Indiana,2016,September,69.9,3.66
Indiana,2016,August,75.7,6.48
Indiana,2016,July,74.6,5.13
Indiana,2016,June,72.9,4.28
Indiana,2016,May,60.6,3.53
Indiana,2016,April,52.0,4.17
Indiana,2016,March,47.3,4.46
Indiana,2016,February,33.9,2.78
Indiana,2016,January,27.5,1.34
Indiana,2015,December,42.5,5.44
Indiana,2015,November,46.6,3.57
Indiana,2015,October,55.6,2.42
Indiana,2015,September,68.8,2.39
Indiana,2015,August,70.6,2.57
Indiana,2015,July,72.9,6.23
Indiana,2015,June,71.0,9.07
Indiana,2015,May,65.0,3.98
Indiana,2015,April,52.9,4.79
Indiana,2015,March,37.2,3.54
Indiana,2015,February,19.3,1.4
Indiana,2015,January,25.3,2.11
Indiana,2014,December,34.6,2.59
Indiana,2014,November,35.6,2.66
Indiana,2014,October,53.8,4.13
Indiana,2014,September,64.0,3.48
Indiana,2014,August,72.4,4.96
Indiana,2014,July,69.1,3.36
Indiana,2014,June,72.6,5.61
Indiana,2014,May,62.9,4.23
Indiana,2014,April,52.4,5.73
Indiana,2014,March,34.1,1.85
Indiana,2014,February,22.0,2.64
Indiana,2014,January,19.4,2.33
Indiana,2013,December,29.4,4.39
Indiana,2013,November,39.2,3.04
Indiana,2013,October,54.3,4.12
Indiana,2013,September,66.9,2.99
Indiana,2013,August,71.5,1.84
Indiana,2013,July,72.3,3.21
Indiana,2013,June,70.8,6.24
Indiana,2013,May,64.4,3.71
Indiana,2013,April,50.8,6.38
Indiana,2013,March,34.8,2.3
Indiana,2013,February,30.2,2.21
Indiana,2013,January,29.9,4.71
Indiana,2012,December,38.2,3.21
Indiana,2012,November,40.0,0.98
Indiana,2012,October,52.1,3.95
Indiana,2012,September,64.2,5.17
Indiana,2012,August,71.9,4.05
Indiana,2012,July,80.2,2.53
Indiana,2012,June,71.6,1.29
Indiana,2012,May,67.7,2.75
Indiana,2012,April,52.9,2.22
Indiana,2012,March,55.0,2.73
Indiana,2012,February,35.4,1.54
Indiana,2012,January,32.4,3.4
Indiana,2011,December,36.6,4.58
Indiana,2011,November,46.9,6.21
Indiana,2011,October,53.9,3.29
Indiana,2011,September,63.6,5.31
Indiana,2011,August,73.1,2.55
Indiana,2011,July,78.8,2.74
Indiana,2011,June,72.2,5.23
Indiana,2011,May,62.1,6.51
Indiana,2011,April,53.0,9.61
Indiana,2011,March,41.7,3.46
Indiana,2011,February,31.2,4.21
Indiana,2011,January,23.7,1.5
Indiana,2010,December,24.3,1.44
Indiana,2010,November,42.8,5.01
Indiana,2010,October,56.0,1.17
Indiana,2010,September,67.2,1.35
Indiana,2010,August,75.6,1.84
Indiana,2010,July,76.4,4.15
Indiana,2010,June,74.1,7.68
Indiana,2010,May,64.3,5.49
Indiana,2010,April,57.3,3.16
Indiana,2010,March,43.6,3.1
Indiana,2010,February,25.7,1.48
Indiana,2010,January,23.9,1.52
Indiana,2009,December,30.4,3.1
Indiana,2009,November,46.3,1.46
Indiana,2009,October,50.5,6.69
Indiana,2009,September,65.5,2.87
Indiana,2009,August,70.7,3.76
Indiana,2009,July,69.2,4.43
Indiana,2009,June,71.6,4.69
Indiana,2009,May,62.0,5.67
Indiana,2009,April,51.5,5.74
Indiana,2009,March,44.2,3.23
Indiana,2009,February,32.2,2.8
Indiana,2009,January,21.3,1.62
Iowa,2018,December,28.0,2.1
Iowa,2018,November,30.0,1.81
Iowa,2018,October,48.2,4.63
Iowa,2018,September,65.9,8.1
Iowa,2018,August,71.8,6.42
Iowa,2018,July,73.1,3.39
Iowa,2018,June,73.1,7.55
Iowa,2018,May,67.0,4.7
Iowa,2018,April,39.3,1.54
Iowa,2018,March,35.2,2.28
Iowa,2018,February,20.5,1.54
Iowa,2018,January,17.8,1.02
Iowa,2017,December,24.4,0.39
Iowa,2017,November,36.2,0.41
Iowa,2017,October,53.3,5.26
Iowa,2017,September,66.7,2.31
Iowa,2017,August,67.8,3.83
Iowa,2017,July,74.7,2.94
Iowa,2017,June,71.1,3.5
Iowa,2017,May,58.5,4.8
Iowa,2017,April,51.1,3.8
Iowa,2017,March,37.5,2.57
Iowa,2017,February,34.5,0.99
Iowa,2017,January,24.2,1.56
Iowa,2016,December,22.9,1.52
Iowa,2016,November,45.1,1.39
Iowa,2016,October,55.3,2.01
Iowa,2016,September,67.3,6.12
Iowa,2016,August,72.0,6.14
Iowa,2016,July,72.8,5.92
Iowa,2016,June,73.0,3.7
Iowa,2016,May,59.5,4.36
Iowa,2016,April,50.1,3.19
Iowa,2016,March,42.4,2.28
Iowa,2016,February,28.6,0.88
Iowa,2016,January,19.6,0.59
Iowa,2015,December,33.0,4.71
Iowa,2015,November,42.0,4.08
Iowa,2015,October,53.0,1.76
Iowa,2015,September,68.4,4.18
Iowa,2015,August,68.9,5.29
Iowa,2015,July,72.0,5.51
Iowa,2015,June,69.4,6.38
Iowa,2015,May,60.0,5.06
Iowa,2015,April,51.1,3.37
Iowa,2015,March,37.3,0.56
Iowa,2015,February,14.5,1.11
Iowa,2015,January,21.6,0.52
Iowa,2014,December,28.2,1.1
Iowa,2014,November,29.3,0.76
Iowa,2014,October,51.2,3.17
Iowa,2014,September,62.0,4.35
Iowa,2014,August,71.2,5.92
Iowa,2014,July,68.8,3.3
Iowa,2014,June,70.2,9.66
Iowa,2014,May,60.0,3.04
Iowa,2014,April,47.5,4.65
Iowa,2014,March,29.7,0.81
Iowa,2014,February,13.2,1.5
Iowa,2014,January,14.2,0.43
Iowa,2013,December,17.4,0.62
Iowa,2013,November,33.9,1.59
Iowa,2013,October,50.5,2.78
Iowa,2013,September,67.0,1.94
Iowa,2013,August,71.9,1.49
Iowa,2013,July,72.3,1.74
Iowa,2013,June,68.9,4.89
Iowa,2013,May,59.0,8.65
Iowa,2013,April,43.8,6.43
Iowa,2013,March,29.0,2.09
Iowa,2013,February,24.2,1.27
Iowa,2013,January,22.0,0.95
Iowa,2012,December,27.7,1.53
Iowa,2012,November,39.2,1.05
Iowa,2012,October,48.8,2.98
Iowa,2012,September,62.1,1.62
Iowa,2012,August,71.0,2.88
Iowa,2012,July,79.6,1.17
Iowa,2012,June,71.4,2.81
Iowa,2012,May,65.0,3.51
Iowa,2012,April,52.4,3.9
Iowa,2012,March,51.6,1.91
Iowa,2012,February,29.6,1.68
Iowa,2012,January,26.5,0.57
Iowa,2011,December,29.1,2.08
Iowa,2011,November,39.4,2.08
Iowa,2011,October,53.4,0.74
Iowa,2011,September,60.2,1.68
Iowa,2011,August,72.0,3.02
Iowa,2011,July,78.0,3.4
Iowa,2011,June,69.6,6.19
Iowa,2011,May,59.1,5.0
Iowa,2011,April,47.6,3.81
Iowa,2011,March,35.1,1.5
Iowa,2011,February,22.6,1.39
Iowa,2011,January,14.8,0.94
Iowa,2010,December,19.1,1.23
Iowa,2010,November,38.0,1.64
Iowa,2010,October,53.9,0.91
Iowa,2010,September,63.1,5.4
Iowa,2010,August,74.4,4.83
Iowa,2010,July,74.6,7.89
Iowa,2010,June,70.8,10.28
Iowa,2010,May,59.9,4.19
Iowa,2010,April,55.2,3.7
Iowa,2010,March,38.4,1.72
Iowa,2010,February,17.3,0.96
Iowa,2010,January,13.6,1.3
Iowa,2009,December,19.8,2.54
Iowa,2009,November,43.4,1.19
Iowa,2009,October,44.9,6.35
Iowa,2009,September,63.3,1.73
Iowa,2009,August,68.3,5.75
Iowa,2009,July,68.0,4.62
Iowa,2009,June,68.9,5.29
Iowa,2009,May,59.8,3.64
Iowa,2009,April,47.0,3.6
Iowa,2009,March,37.1,2.97
Iowa,2009,February,26.7,0.79
Iowa,2009,January,13.2,0.68
Iowa,2018,December,28.0,2.1
Iowa,2018,November,30.0,1.81
Iowa,2018,October,48.2,4.63
Iowa,2018,September,65.9,8.1
Iowa,2018,August,71.8,6.42
Iowa,2018,July,73.1,3.39
Iowa,2018,June,73.1,7.55
Iowa,2018,May,67.0,4.7
Iowa,2018,April,39.3,1.54
Iowa,2018,March,35.2,2.28
Iowa,2018,February,20.5,1.54
Iowa,2018,January,17.8,1.02
Iowa,2017,December,24.4,0.39
Iowa,2017,November,36.2,0.41
Iowa,2017,October,53.3,5.26
Iowa,2017,September,66.7,2.31
Iowa,2017,August,67.8,3.83
Iowa,2017,July,74.7,2.94
Iowa,2017,June,71.1,3.5
Iowa,2017,May,58.5,4.8
Iowa,2017,April,51.1,3.8
Iowa,2017,March,37.5,2.57
Iowa,2017,February,34.5,0.99
Iowa,2017,January,24.2,1.56
Iowa,2016,December,22.9,1.52
Iowa,2016,November,45.1,1.39
Iowa,2016,October,55.3,2.01
Iowa,2016,September,67.3,6.12
Iowa,2016,August,72.0,6.14
Iowa,2016,July,72.8,5.92
Iowa,2016,June,73.0,3.7
Iowa,2016,May,59.5,4.36
Iowa,2016,April,50.1,3.19
Iowa,2016,March,42.4,2.28
Iowa,2016,February,28.6,0.88
Iowa,2016,January,19.6,0.59
Iowa,2015,December,33.0,4.71
Iowa,2015,November,42.0,4.08
Iowa,2015,October,53.0,1.76
Iowa,2015,September,68.4,4.18
Iowa,2015,August,68.9,5.29
Iowa,2015,July,72.0,5.51
Iowa,2015,June,69.4,6.38
Iowa,2015,May,60.0,5.06
Iowa,2015,April,51.1,3.37
Iowa,2015,March,37.3,0.56
Iowa,2015,February,14.5,1.11
Iowa,2015,January,21.6,0.52
Iowa,2014,December,28.2,1.1
Iowa,2014,November,29.3,0.76
Iowa,2014,October,51.2,3.17
Iowa,2014,September,62.0,4.35
Iowa,2014,August,71.2,5.92
Iowa,2014,July,68.8,3.3
Iowa,2014,June,70.2,9.66
Iowa,2014,May,60.0,3.04
Iowa,2014,April,47.5,4.65
Iowa,2014,March,29.7,0.81
Iowa,2014,February,13.2,1.5
Iowa,2014,January,14.2,0.43
Iowa,2013,December,17.4,0.62
Iowa,2013,November,33.9,1.59
Iowa,2013,October,50.5,2.78
Iowa,2013,September,67.0,1.94
Iowa,2013,August,71.9,1.49
Iowa,2013,July,72.3,1.74
Iowa,2013,June,68.9,4.89
Iowa,2013,May,59.0,8.65
Iowa,2013,April,43.8,6.43
Iowa,2013,March,29.0,2.09
Iowa,2013,February,24.2,1.27
Iowa,2013,January,22.0,0.95
Iowa,2012,December,27.7,1.53
Iowa,2012,November,39.2,1.05
Iowa,2012,October,48.8,2.98
Iowa,2012,September,62.1,1.62
Iowa,2012,August,71.0,2.88
Iowa,2012,July,79.6,1.17
Iowa,2012,June,71.4,2.81
Iowa,2012,May,65.0,3.51
Iowa,2012,April,52.4,3.9
Iowa,2012,March,51.6,1.91
Iowa,2012,February,29.6,1.68
Iowa,2012,January,26.5,0.57
Iowa,2011,December,29.1,2.08
Iowa,2011,November,39.4,2.08
Iowa,2011,October,53.4,0.74
Iowa,2011,September,60.2,1.68
Iowa,2011,August,72.0,3.02
Iowa,2011,July,78.0,3.4
Iowa,2011,June,69.6,6.19
Iowa,2011,May,59.1,5.0
Iowa,2011,April,47.6,3.81
Iowa,2011,March,35.1,1.5
Iowa,2011,February,22.6,1.39
Iowa,2011,January,14.8,0.94
Iowa,2010,December,19.1,1.23
Iowa,2010,November,38.0,1.64
Iowa,2010,October,53.9,0.91
Iowa,2010,September,63.1,5.4
Iowa,2010,August,74.4,4.83
Iowa,2010,July,74.6,7.89
Iowa,2010,June,70.8,10.28
Iowa,2010,May,59.9,4.19
Iowa,2010,April,55.2,3.7
Iowa,2010,March,38.4,1.72
Iowa,2010,February,17.3,0.96
Iowa,2010,January,13.6,1.3
Iowa,2009,December,19.8,2.54
Iowa,2009,November,43.4,1.19
Iowa,2009,October,44.9,6.35
Iowa,2009,September,63.3,1.73
Iowa,2009,August,68.3,5.75
Iowa,2009,July,68.0,4.62
Iowa,2009,June,68.9,5.29
Iowa,2009,May,59.8,3.64
Iowa,2009,April,47.0,3.6
Iowa,2009,March,37.1,2.97
Iowa,2009,February,26.7,0.79
Iowa,2009,January,13.2,0.68
Kansas,2018,December,34.3,2.19
Kansas,2018,November,38.2,0.81
Kansas,2018,October,53.6,5.86
Kansas,2018,September,70.1,3.33
Kansas,2018,August,75.7,4.33
Kansas,2018,July,78.7,4.19
Kansas,2018,June,78.2,3.82
Kansas,2018,May,71.1,4.1
Kansas,2018,April,47.6,1.21
Kansas,2018,March,45.9,1.02
Kansas,2018,February,31.9,0.6
Kansas,2018,January,29.9,0.39
Kansas,2017,December,33.6,0.11
Kansas,2017,November,45.2,0.16
Kansas,2017,October,57.6,2.73
Kansas,2017,September,70.5,2.39
Kansas,2017,August,73.1,3.56
Kansas,2017,July,80.1,2.39
Kansas,2017,June,75.1,3.2
Kansas,2017,May,62.2,4.83
Kansas,2017,April,55.6,5.07
Kansas,2017,March,48.9,2.79
Kansas,2017,February,43.1,0.24
Kansas,2017,January,33.0,1.56
Kansas,2016,December,29.8,0.69
Kansas,2016,November,49.9,0.47
Kansas,2016,October,61.5,1.44
Kansas,2016,September,70.8,4.11
Kansas,2016,August,76.4,4.9
Kansas,2016,July,79.7,5.05
Kansas,2016,June,77.5,2.3
Kansas,2016,May,61.6,4.58
Kansas,2016,April,56.3,5.34
Kansas,2016,March,49.7,0.77
Kansas,2016,February,40.8,0.55
Kansas,2016,January,32.0,0.48
Kansas,2015,December,37.6,2.36
Kansas,2015,November,46.5,3.1
Kansas,2015,October,59.2,1.79
Kansas,2015,September,74.2,1.58
Kansas,2015,August,75.2,2.95
Kansas,2015,July,78.9,4.93
Kansas,2015,June,75.8,3.34
Kansas,2015,May,61.7,8.28
Kansas,2015,April,56.4,2.76
Kansas,2015,March,46.8,0.49
Kansas,2015,February,31.2,0.83
Kansas,2015,January,32.1,0.37
Kansas,2014,December,34.6,1.34
Kansas,2014,November,38.5,0.29
Kansas,2014,October,58.9,2.75
Kansas,2014,September,68.2,2.98
Kansas,2014,August,78.3,3.06
Kansas,2014,July,75.4,2.39
Kansas,2014,June,73.6,7.58
Kansas,2014,May,64.7,1.98
Kansas,2014,April,54.0,1.59
Kansas,2014,March,40.6,0.48
Kansas,2014,February,27.8,0.75
Kansas,2014,January,29.6,0.24
Kansas,2013,December,29.2,0.39
Kansas,2013,November,41.3,1.03
Kansas,2013,October,55.2,2.64
Kansas,2013,September,72.1,2.74
Kansas,2013,August,76.5,4.91
Kansas,2013,July,77.2,4.46
Kansas,2013,June,75.2,2.78
Kansas,2013,May,63.3,3.96
Kansas,2013,April,48.4,2.44
Kansas,2013,March,40.3,1.21
Kansas,2013,February,33.6,1.63
Kansas,2013,January,32.3,0.84
Kansas,2012,December,34.6,0.55
Kansas,2012,November,46.5,0.58
Kansas,2012,October,54.0,1.14
Kansas,2012,September,68.2,2.09
Kansas,2012,August,76.5,2.61
Kansas,2012,July,84.4,1.28
Kansas,2012,June,77.5,2.16
Kansas,2012,May,69.0,1.47
Kansas,2012,April,59.2,3.08
Kansas,2012,March,55.5,2.45
Kansas,2012,February,37.1,1.81
Kansas,2012,January,36.1,0.07
Kansas,2011,December,33.1,2.26
Kansas,2011,November,43.7,2.5
Kansas,2011,October,57.5,1.6
Kansas,2011,September,66.2,1.27
Kansas,2011,August,80.9,3.33
Kansas,2011,July,84.9,2.59
Kansas,2011,June,76.8,2.66
Kansas,2011,May,62.6,3.44
Kansas,2011,April,55.2,1.86
Kansas,2011,March,44.1,1.11
Kansas,2011,February,30.2,1.09
Kansas,2011,January,27.3,0.46
Kansas,2010,December,32.3,0.2
Kansas,2010,November,43.6,1.53
Kansas,2010,October,59.1,0.69
Kansas,2010,September,70.8,3.14
Kansas,2010,August,79.7,2.93
Kansas,2010,July,79.6,4.55
Kansas,2010,June,77.0,4.7
Kansas,2010,May,62.1,4.06
Kansas,2010,April,57.8,2.62
Kansas,2010,March,44.2,2.08
Kansas,2010,February,29.9,0.86
Kansas,2010,January,27.2,0.48
Kansas,2009,December,26.5,0.98
Kansas,2009,November,47.6,1.08
Kansas,2009,October,48.8,3.81
Kansas,2009,September,65.3,3.4
Kansas,2009,August,74.4,3.83
Kansas,2009,July,75.6,3.99
Kansas,2009,June,74.4,4.71
Kansas,2009,May,63.0,2.74
Kansas,2009,April,52.1,4.8
Kansas,2009,March,44.4,1.87
Kansas,2009,February,39.7,0.51
Kansas,2009,January,31.4,0.08
Kansas,2018,December,34.3,2.19
Kansas,2018,November,38.2,0.81
Kansas,2018,October,53.6,5.86
Kansas,2018,September,70.1,3.33
Kansas,2018,August,75.7,4.33
Kansas,2018,July,78.7,4.19
Kansas,2018,June,78.2,3.82
Kansas,2018,May,71.1,4.1
Kansas,2018,April,47.6,1.21
Kansas,2018,March,45.9,1.02
Kansas,2018,February,31.9,0.6
Kansas,2018,January,29.9,0.39
Kansas,2017,December,33.6,0.11
Kansas,2017,November,45.2,0.16
Kansas,2017,October,57.6,2.73
Kansas,2017,September,70.5,2.39
Kansas,2017,August,73.1,3.56
Kansas,2017,July,80.1,2.39
Kansas,2017,June,75.1,3.2
Kansas,2017,May,62.2,4.83
Kansas,2017,April,55.6,5.07
Kansas,2017,March,48.9,2.79
Kansas,2017,February,43.1,0.24
Kansas,2017,January,33.0,1.56
Kansas,2016,December,29.8,0.69
Kansas,2016,November,49.9,0.47
Kansas,2016,October,61.5,1.44
Kansas,2016,September,70.8,4.11
Kansas,2016,August,76.4,4.9
Kansas,2016,July,79.7,5.05
Kansas,2016,June,77.5,2.3
Kansas,2016,May,61.6,4.58
Kansas,2016,April,56.3,5.34
Kansas,2016,March,49.7,0.77
Kansas,2016,February,40.8,0.55
Kansas,2016,January,32.0,0.48
Kansas,2015,December,37.6,2.36
Kansas,2015,November,46.5,3.1
Kansas,2015,October,59.2,1.79
Kansas,2015,September,74.2,1.58
Kansas,2015,August,75.2,2.95
Kansas,2015,July,78.9,4.93
Kansas,2015,June,75.8,3.34
Kansas,2015,May,61.7,8.28
Kansas,2015,April,56.4,2.76
Kansas,2015,March,46.8,0.49
Kansas,2015,February,31.2,0.83
Kansas,2015,January,32.1,0.37
Kansas,2014,December,34.6,1.34
Kansas,2014,November,38.5,0.29
Kansas,2014,October,58.9,2.75
Kansas,2014,September,68.2,2.98
Kansas,2014,August,78.3,3.06
Kansas,2014,July,75.4,2.39
Kansas,2014,June,73.6,7.58
Kansas,2014,May,64.7,1.98
Kansas,2014,April,54.0,1.59
Kansas,2014,March,40.6,0.48
Kansas,2014,February,27.8,0.75
Kansas,2014,January,29.6,0.24
Kansas,2013,December,29.2,0.39
Kansas,2013,November,41.3,1.03
Kansas,2013,October,55.2,2.64
Kansas,2013,September,72.1,2.74
Kansas,2013,August,76.5,4.91
Kansas,2013,July,77.2,4.46
Kansas,2013,June,75.2,2.78
Kansas,2013,May,63.3,3.96
Kansas,2013,April,48.4,2.44
Kansas,2013,March,40.3,1.21
Kansas,2013,February,33.6,1.63
Kansas,2013,January,32.3,0.84
Kansas,2012,December,34.6,0.55
Kansas,2012,November,46.5,0.58
Kansas,2012,October,54.0,1.14
Kansas,2012,September,68.2,2.09
Kansas,2012,August,76.5,2.61
Kansas,2012,July,84.4,1.28
Kansas,2012,June,77.5,2.16
Kansas,2012,May,69.0,1.47
Kansas,2012,April,59.2,3.08
Kansas,2012,March,55.5,2.45
Kansas,2012,February,37.1,1.81
Kansas,2012,January,36.1,0.07
Kansas,2011,December,33.1,2.26
Kansas,2011,November,43.7,2.5
Kansas,2011,October,57.5,1.6
Kansas,2011,September,66.2,1.27
Kansas,2011,August,80.9,3.33
Kansas,2011,July,84.9,2.59
Kansas,2011,June,76.8,2.66
Kansas,2011,May,62.6,3.44
Kansas,2011,April,55.2,1.86
Kansas,2011,March,44.1,1.11
Kansas,2011,February,30.2,1.09
Kansas,2011,January,27.3,0.46
Kansas,2010,December,32.3,0.2
Kansas,2010,November,43.6,1.53
Kansas,2010,October,59.1,0.69
Kansas,2010,September,70.8,3.14
Kansas,2010,August,79.7,2.93
Kansas,2010,July,79.6,4.55
Kansas,2010,June,77.0,4.7
Kansas,2010,May,62.1,4.06
Kansas,2010,April,57.8,2.62
Kansas,2010,March,44.2,2.08
Kansas,2010,February,29.9,0.86
Kansas,2010,January,27.2,0.48
Kansas,2009,December,26.5,0.98
Kansas,2009,November,47.6,1.08
Kansas,2009,October,48.8,3.81
Kansas,2009,September,65.3,3.4
Kansas,2009,August,74.4,3.83
Kansas,2009,July,75.6,3.99
Kansas,2009,June,74.4,4.71
Kansas,2009,May,63.0,2.74
Kansas,2009,April,52.1,4.8
Kansas,2009,March,44.4,1.87
Kansas,2009,February,39.7,0.51
Kansas,2009,January,31.4,0.08
Kentucky,2018,December,40.5,5.59
Kentucky,2018,November,41.9,5.82
Kentucky,2018,October,58.9,3.07
Kentucky,2018,September,73.1,8.06
Kentucky,2018,August,75.8,4.8
Kentucky,2018,July,76.6,4.27
Kentucky,2018,June,75.5,6.16
Kentucky,2018,May,71.8,4.88
Kentucky,2018,April,50.7,4.45
Kentucky,2018,March,44.1,5.18
Kentucky,2018,February,44.6,8.99
Kentucky,2018,January,30.0,2.47
Kentucky,2017,December,35.8,2.92
Kentucky,2017,November,47.1,2.29
Kentucky,2017,October,59.4,5.24
Kentucky,2017,September,68.3,4.45
Kentucky,2017,August,73.1,4.38
Kentucky,2017,July,76.9,4.61
Kentucky,2017,June,71.7,4.96
Kentucky,2017,May,65.0,6.1
Kentucky,2017,April,61.5,4.48
Kentucky,2017,March,47.9,4.58
Kentucky,2017,February,46.2,2.0
Kentucky,2017,January,40.9,4.25
Kentucky,2016,December,37.0,6.04
Kentucky,2016,November,49.9,2.07
Kentucky,2016,October,62.7,1.05
Kentucky,2016,September,72.2,2.13
Kentucky,2016,August,78.0,5.0
Kentucky,2016,July,77.9,8.39
Kentucky,2016,June,74.9,3.74
Kentucky,2016,May,62.9,6.06
Kentucky,2016,April,57.3,3.64
Kentucky,2016,March,51.8,4.22
Kentucky,2016,February,38.9,4.97
Kentucky,2016,January,31.6,1.88
Kentucky,2015,December,48.7,6.52
Kentucky,2015,November,50.9,4.39
Kentucky,2015,October,57.8,3.96
Kentucky,2015,September,70.2,2.89
Kentucky,2015,August,72.8,3.19
Kentucky,2015,July,76.5,9.37
Kentucky,2015,June,74.2,5.47
Kentucky,2015,May,67.3,2.67
Kentucky,2015,April,57.4,8.28
Kentucky,2015,March,44.5,6.34
Kentucky,2015,February,26.3,3.26
Kentucky,2015,January,32.2,1.97
Kentucky,2014,December,39.7,3.36
Kentucky,2014,November,39.8,2.43
Kentucky,2014,October,57.6,5.69
Kentucky,2014,September,68.2,2.19
Kentucky,2014,August,75.1,5.46
Kentucky,2014,July,72.6,3.67
Kentucky,2014,June,74.1,3.98
Kentucky,2014,May,66.1,3.65
